fdc_id,nombre,calories,carbs,fat,fiber,protein,sugar
171731,"Beef, Australian, Imported, Wagyu, Seam Fat, Aust. Marble Score 4/5, Raw",594.0,0.0,63.3,0.0,6.0,0.0
171732,"Beef, Australian, Imported, Wagyu, Loin, Tenderloin Steak/Roast, Boneless, Separable Lean And Fat, Aust. Marble Score 4/5, Raw",206.0,0.0,14.09,0.0,19.71,0.0
171733,"Beef, Australian, Imported, Grass-Fed, Loin, Top Loin Steak/Roast, Boneless, Separable Lean And Fat, Raw",199.0,0.11,13.17,0.0,19.9,0.0
171734,"Beef, Australian, Imported, Grass-Fed, Loin, Top Sirloin Cap-Off Steak/Roast, Boneless, Separable Lean Only, Raw",122.0,0.0,3.87,0.0,21.9,0.0
171735,"Beef, Australian, Imported, Grass-Fed, Rib, Ribeye Steak/Roast Lip-On, Boneless, Separable Lean Only, Raw",160.0,0.0,8.2,0.0,21.47,0.0
171736,"Beef, Australian, Imported, Wagyu, Loin, Top Loin Steak/Roast, Boneless, Separable Lean Only, Aust. Marble Score 9, Raw",331.0,0.13,29.15,0.0,16.92,0.0
171737,"Beef, Australian, Imported, Wagyu, Rib, Small End Rib Steak/Roast, Boneless, Separable Lean Only, Aust. Marble Score 4/5, Raw",234.0,0.0,16.93,0.0,20.35,0.0
171738,"Beef, Australian, Imported, Wagyu, Rib, Small End Rib Steak/Roast, Boneless, Separable Lean Only, Aust. Marble Score 9, Raw",330.0,0.46,28.61,0.0,17.61,0.0
171739,"Beef, Australian, Imported, Grass-Fed, Loin, Top Sirloin Cap-Off Steak/Roast, Boneless, Separable Lean And Fat, Raw",127.0,0.01,4.45,0.0,21.77,0.0
171740,"Beef, Australian, Imported, Wagyu, Rib, Small End Rib Steak/Roast, Boneless, Separable Lean And Fat, Aust. Marble Score 4/5, Raw",317.0,0.0,27.64,0.0,17.07,0.0
171741,"Beef, Australian, Imported, Wagyu, Rib, Small End Rib Steak/Roast, Boneless, Separable Lean And Fat, Aust. Marble Score 9, Raw",404.0,0.28,38.3,0.0,14.54,0.0
171742,"Beef, Australian, Imported, Wagyu, Loin, Tenderloin Steak/Roast, Boneless, Separable Lean And Fat, Aust. Marble Score 9, Raw",248.0,0.58,19.11,0.0,18.5,0.0
171743,"Beef, Round, Top Round Steak, Boneless, Separable Lean And Fat, Trimmed To 0"" Fat, All Grades, Raw",124.0,0.0,3.34,0.0,23.49,0.0
171744,"Beef, Round, Top Round Roast, Boneless, Separable Lean And Fat, Trimmed To 0"" Fat, Select, Raw",121.0,0.0,3.04,0.0,23.44,0.0
171745,"Beef, Round, Eye Of Round Roast, Boneless, Separable Lean And Fat, Trimmed To 0"" Fat, All Grades, Raw",124.0,0.0,3.44,0.0,23.27,0.0
171746,"Beef, Round, Eye Of Round Roast, Boneless, Separable Lean And Fat, Trimmed To 0"" Fat, Choice, Raw",127.0,0.0,3.74,0.0,23.26,0.0
171747,"Beef, Round, Eye Of Round Roast, Boneless, Separable Lean And Fat, Trimmed To 0"" Fat, Select, Raw",120.0,0.0,3.0,0.0,23.28,0.0
171748,"Beef, Loin, Tenderloin Roast, Boneless, Separable Lean And Fat, Trimmed To 0"" Fat, Choice, Raw",153.0,0.0,7.4,0.0,21.5,0.0
171749,"Beef, Loin, Tenderloin Roast, Boneless, Separable Lean And Fat, Trimmed To 0"" Fat, Select, Raw",144.0,0.0,6.21,0.0,21.91,0.0
171750,"Beef, Loin, Top Loin Steak, Boneless, Lip Off, Separable Lean And Fat, Trimmed To 0"" Fat, All Grades, Raw",163.0,0.0,8.17,0.0,22.43,0.0
171751,"Beef, Loin, Top Loin Steak, Boneless, Lip Off, Separable Lean And Fat, Trimmed To 0"" Fat, Choice, Raw",171.0,0.0,9.16,0.0,22.19,0.0
171752,"Beef, Loin, Top Loin Steak, Boneless, Lip Off, Separable Lean And Fat, Trimmed To 0"" Fat, Select, Raw",151.0,0.0,6.67,0.0,22.79,0.0
171753,"Beef, Loin, Tenderloin Roast, Boneless, Separable Lean And Fat, Trimmed To 0"" Fat, Choice, Cooked, Roasted",188.0,0.0,8.82,0.0,27.26,0.0
171754,"Beef, Loin, Tenderloin Roast, Boneless, Separable Lean And Fat, Trimmed To 0"" Fat, Select, Cooked, Roasted",174.0,0.0,7.12,0.0,27.38,0.0
171755,"Beef, Round, Top Round Roast, Boneless, Separable Lean And Fat, Trimmed To 0"" Fat, All Grades, Cooked, Roasted",160.0,0.0,4.49,0.0,29.9,0.0
171756,"Beef, Round, Top Round Roast, Boneless, Separable Lean And Fat, Trimmed To 0"" Fat, Choice, Cooked, Roasted",163.0,0.0,4.79,0.0,30.08,0.0
171757,"Beef, Round, Top Round Steak, Boneless, Separable Lean Only, Trimmed To 0"" Fat, All Grades, Raw",121.0,0.0,2.94,0.0,23.59,0.0
171758,"Beef, Round, Top Round Steak, Boneless, Separable Lean Only, Trimmed To 0"" Fat, Choice, Raw",124.0,0.0,3.26,0.0,23.59,0.0
171759,"Beef, Round, Top Round Steak, Boneless, Separable Lean Only, Trimmed To 0"" Fat, Select, Raw",116.0,0.0,2.45,0.0,23.59,0.0
171760,"Beef, Round, Top Round Roast, Boneless, Separable Lean Only, Trimmed To 0"" Fat, All Grades, Raw",121.0,0.0,2.94,0.0,23.59,0.0
171761,"Beef, Round, Eye Of Round Roast, Boneless, Separable Lean Only, Trimmed To 0"" Fat, Select, Raw",116.0,0.0,2.52,0.0,23.41,0.0
171762,"Beef, Round, Eye Of Round Steak, Boneless, Separable Lean Only, Trimmed To 0"" Fat, All Grades, Raw",121.0,0.0,3.04,0.0,23.37,0.0
171763,"Beef, Round, Eye Of Round Steak, Boneless, Separable Lean Only, Trimmed To 0"" Fat, Choice, Raw",124.0,0.0,3.38,0.0,23.35,0.0
171764,"Beef, Round, Eye Of Round Steak, Boneless, Separable Lean Only, Trimmed To 0"" Fat, Select, Raw",116.0,0.0,2.52,0.0,23.41,0.0
171765,"Beef, Loin, Tenderloin Roast, Boneless, Separable Lean Only, Trimmed To 0"" Fat, All Grades, Raw",139.0,0.0,5.74,0.0,21.94,0.0
171766,"Beef, Loin, Top Loin Steak, Boneless, Lip Off, Separable Lean Only, Trimmed To 0"" Fat, Select, Raw",135.0,0.0,4.66,0.0,23.3,0.0
171767,"Beef, Loin, Tenderloin Steak, Boneless, Separable Lean Only, Trimmed To 0"" Fat, All Grades, Raw",139.0,0.0,5.74,0.0,21.94,0.0
171768,"Beef, Loin, Tenderloin Steak, Boneless, Separable Lean Only, Trimmed To 0"" Fat, Choice, Raw",143.0,0.0,6.16,0.0,21.78,0.0
171769,"Beef, Loin, Tenderloin Steak, Boneless, Separable Lean Only, Trimmed To 0"" Fat, Select, Raw",135.0,0.0,5.1,0.0,22.16,0.0
171770,"Beef, Round, Top Round Roast, Boneless, Separable Lean Only, Trimmed To 0"" Fat, Choice, Cooked, Roasted",158.0,0.06,4.11,0.0,30.24,0.0
171771,"Beef, Round, Top Round Roast, Boneless, Separable Lean Only, Trimmed To 0"" Fat, Select, Cooked, Roasted",150.0,0.0,3.37,0.0,29.81,0.0
171772,"Beef, Round, Eye Of Round Steak, Boneless, Separable Lean Only, Trimmed To 0"" Fat, All Grades, Cooked, Grilled",155.0,0.0,3.9,0.0,29.85,0.0
171773,"Beef, Round, Eye Of Round Steak, Boneless, Separable Lean Only, Trimmed To 0"" Fat, Choice, Cooked, Grilled",158.0,0.0,4.26,0.0,29.94,0.0
171774,"Beef, Loin, Top Loin Steak, Boneless, Lip-On, Separable Lean And Fat, Trimmed To 1/8"" Fat, Select, Raw",191.0,0.0,11.65,0.0,21.54,0.0
171775,"Beef, Loin, Top Loin Steak, Boneless, Lip-On, Separable Lean And Fat, Trimmed To 1/8"" Fat, All Grades, Raw",199.0,0.0,12.68,0.0,21.29,0.0
171776,"Beef, Composite Of Trimmed Retail Cuts, Separable Lean Only, Trimmed To 0"" Fat, Select, Raw",133.0,0.0,4.99,0.0,22.03,0.0
171777,"Beef, Composite Of Trimmed Retail Cuts, Separable Lean And Fat, Trimmed To 0"" Fat, Select, Raw",157.0,0.0,8.0,0.0,21.2,0.0
171778,"Beef, Composite Of Trimmed Retail Cuts, Separable Lean Only, Trimmed To 1/8"" Fat, Select, Cooked",167.0,0.0,6.37,0.0,27.51,0.0
171779,"Beef, Composite Of Trimmed Retail Cuts, Separable Lean Only, Trimmed To 1/8"" Fat, Select, Raw",130.0,0.0,4.55,0.0,22.37,0.0
171780,"Beef, Chuck, Clod Roast, Separable Lean Only, Trimmed To 1/4"" Fat, All Grades, Cooked, Roasted",173.0,0.0,6.75,0.0,26.36,0.0
171781,"Beef, Shoulder Steak, Boneless, Separable Lean Only, Trimmed To 0"" Fat, All Grades, Cooked, Grilled",175.0,0.0,5.82,0.0,28.6,0.0
171782,"Beef, Chuck, Clod Steak, Separable Lean Only, Trimmed To 1/4"" Fat, All Grades, Cooked, Braised",189.0,0.0,7.04,0.0,29.34,0.0
171783,"Beef, Chuck, Mock Tender Steak, Separable Lean And Fat, Trimmed To 0"" Fat, Usda Choice, Cooked, Broiled",161.0,0.0,5.72,0.0,25.73,0.0
171784,"Beef, Chuck, Clod Roast, Separable Lean And Fat, Trimmed To 0"" Fat, Select, Cooked, Roasted",196.0,0.0,8.76,0.0,27.3,0.0
171785,"Beef, Shoulder Steak, Boneless, Separable Lean And Fat, Trimmed To 0"" Fat, Choice, Cooked, Grilled",186.0,0.0,7.25,0.0,28.22,0.0
171786,"Beef, Shoulder Steak, Boneless, Separable Lean And Fat, Trimmed To 0"" Fat, Select, Cooked, Grilled",177.0,0.0,6.14,0.0,28.41,0.0
171787,"Beef, Plate, Inside Skirt Steak, Separable Lean And Fat, Trimmed To 0"" Fat, All Grades, Cooked, Broiled",220.0,0.0,12.05,0.0,26.13,0.0
171788,"Beef, Plate, Outside Skirt Steak, Separable Lean And Fat, Trimmed To 0"" Fat, All Grades, Cooked, Broiled",255.0,0.0,17.13,0.0,23.51,0.0
171789,"Beef, Shoulder Steak, Boneless, Separable Lean And Fat, Trimmed To 0"" Fat, All Grades, Cooked, Grilled",182.0,0.0,6.8,0.0,28.29,0.0
171790,"Beef, Ground, 95% Lean Meat / 5% Fat, Raw",137.0,0.0,5.0,0.0,21.41,0.0
171791,"Beef, Ground, 95% Lean Meat / 5% Fat, Patty, Cooked, Broiled",174.0,0.0,6.8,0.0,26.29,0.0
171792,"Beef, Ground, 95% Lean Meat / 5% Fat, Patty, Cooked, Pan-Broiled",164.0,0.0,5.94,0.0,25.8,0.0
171793,"Beef, Ground, 90% Lean Meat / 10% Fat, Patty, Cooked, Pan-Broiled",204.0,0.0,10.68,0.0,25.21,0.0
171794,"Beef, Ground, 90% Lean Meat / 10% Fat, Crumbles, Cooked, Pan-Browned",230.0,0.0,12.04,0.0,28.45,0.0
171795,"Beef, Ground, 90% Lean Meat / 10% Fat, Loaf, Cooked, Baked",214.0,0.0,11.1,0.0,26.62,0.0
171796,"Beef, Ground, 85% Lean Meat / 15% Fat, Raw (Includes Foods For Usda'S Food Distribution Program)",215.0,0.0,15.0,0.0,18.59,0.0
171797,"Beef, Ground, 80% Lean Meat / 20% Fat, Patty, Cooked, Broiled",270.0,0.0,17.78,0.0,25.75,0.0
171798,"Beef, Ground, 80% Lean Meat / 20% Fat, Patty, Cooked, Pan-Broiled",246.0,0.0,15.94,0.0,24.04,0.0
171799,"Beef, Ground, 80% Lean Meat / 20% Fat, Crumbles, Cooked, Pan-Browned",272.0,0.0,17.36,0.0,27.0,0.0
171800,"Beef, Ground, 80% Lean Meat / 20% Fat, Loaf, Cooked, Baked",254.0,0.0,16.17,0.0,25.25,0.0
171801,"Beef, Ground, 75% Lean Meat / 25% Fat, Loaf, Cooked, Baked",254.0,0.0,16.5,0.0,24.56,0.0
171802,"Beef, Rib, Small End (Ribs 10-12), Separable Lean Only, Trimmed To 1/8"" Fat, Select, Raw",134.0,0.0,4.2,0.0,22.53,0.0
171803,"Beef, Tenderloin, Steak, Separable Lean Only, Trimmed To 1/8"" Fat, Select, Raw",148.0,0.0,5.93,0.0,22.06,0.0
171804,"Beef, Top Sirloin, Steak, Separable Lean Only, Trimmed To 1/8"" Fat, Select, Raw",127.0,0.0,3.54,0.0,22.27,0.0
171805,"Beef, Short Loin, Top Loin, Steak, Separable Lean Only, Trimmed To 1/8"" Fat, Select, Cooked, Grilled",177.0,0.0,5.73,0.0,29.44,0.0
171806,"Beef, Round, Bottom Round , Roast, Separable Lean Only, Trimmed To 1/8"" Fat, Select, Cooked, Roasted",164.0,0.0,4.67,0.0,28.45,0.0
171807,"Beef, Round, Eye Of Round, Roast, Separable Lean Only, Trimmed To 1/8"" Fat, Select, Cooked, Roasted",163.0,0.0,4.11,0.0,29.59,0.0
171808,"Beef, Round, Top Round, Steak, Separable Lean Only, Trimmed To 1/8"" Fat, Select, Cooked, Broiled",177.0,0.0,4.65,0.0,31.61,0.0
171809,"Beef, Round, Eye Of Round, Roast, Separable Lean Only, Trimmed To 1/8"" Fat, All Grades, Cooked, Roasted",169.0,0.0,4.71,0.0,29.73,0.0
171810,"Beef, Rib, Small End (Ribs 10-12), Separable Lean Only, Trimmed To 1/8"" Fat, All Grades, Raw",141.0,0.0,5.04,0.0,22.33,0.0
171811,"Beef, Tenderloin, Steak, Separable Lean Only, Trimmed To 1/8"" Fat, All Grades, Cooked, Broiled",200.0,0.0,8.39,0.0,29.04,0.0
171812,"Beef, Tenderloin, Steak, Separable Lean Only, Trimmed To 1/8"" Fat, All Grades, Raw",153.0,0.0,6.52,0.0,22.12,0.0
171813,"Beef, Short Loin, Top Loin, Steak, Separable Lean Only, Trimmed To 1/8"" Fat, All Grades, Cooked, Broiled",189.0,0.0,7.09,0.0,29.3,0.0
171814,"Beef, Short Loin, Top Loin Steak, Separable Lean Only, Trimmed To 1/8"" Fat, All Grades, Raw",138.0,0.0,5.15,0.0,22.93,0.0
171815,"Beef, Round, Top Round, Steak, Separable Lean Only, Trimmed To 1/8"" Fat, All Grades, Cooked, Broiled",185.0,0.0,5.45,0.0,31.82,0.0
171816,"Beef, Round, Top Round, Steak, Separable Lean Only, Trimmed To 1/8"" Fat, All Grades, Raw",135.0,0.0,4.09,0.0,22.91,0.0
171817,"Beef, Chuck, Arm Pot Roast, Separable Lean Only, Trimmed To 1/8"" Fat, Choice, Cooked, Braised",224.0,0.0,8.37,0.0,34.72,0.0
171818,"Beef, Brisket, Flat Half, Separable Lean Only, Trimmed To 1/8"" Fat, Choice, Cooked, Braised",203.0,0.0,6.79,0.0,33.13,0.0
171819,"Beef, Round, Eye Of Round, Roast, Separable Lean Only, Trimmed To 1/8"" Fat, Choice, Raw",128.0,0.0,3.38,0.0,22.88,0.0
171820,"Beef, Round, Top Round, Steak, Separable Lean Only, Trimmed To 1/8"" Fat, Choice, Raw",140.0,0.0,4.78,0.0,22.69,0.0
171821,"Soup, Wonton, Chinese Restaurant",32.0,5.25,0.26,0.2,2.08,0.34
171822,"Soup, Ramen Noodle, Dry, Any Flavor, Reduced Fat, Reduced Sodium",350.0,70.95,2.5,2.7,10.89,0.85
171823,"Sauce, Duck, Ready-To-Serve",245.0,60.66,0.13,0.6,0.36,30.54
171824,"Sauce, Salsa, Verde, Ready-To-Serve",38.0,6.36,0.89,1.9,1.13,3.5
171825,"Sauce, Steak, Tomato Based",95.0,22.04,0.23,1.5,1.25,9.82
171826,"Sauce, Tartar, Ready-To-Serve",211.0,13.3,16.7,0.5,1.0,4.25
171827,"Sauce, Barbecue, Sweet Baby Ray'S, Original",192.0,46.08,0.43,1.3,0.95,38.37
171828,"Sauce, Barbecue, Bull'S-Eye, Original",170.0,39.95,0.67,1.0,0.91,35.29
171829,"Sauce, Barbecue, Kc Masterpiece, Original",160.0,37.92,0.52,1.4,1.0,30.95
171830,"Sauce, Barbecue, Open Pit, Original",132.0,29.45,1.41,0.5,0.44,23.49
171831,Wasabi,292.0,46.13,10.9,6.1,2.23,13.2
171832,"Dip, Bean, Original Flavor",119.0,15.89,3.7,4.9,5.44,0.99
171833,"Sauce, Horseradish",503.0,10.05,50.89,1.0,1.09,8.98
171834,"Dip, Frito'S, Bean, Original Flavor",119.0,15.89,3.7,4.9,5.44,0.99
171835,"Cookie, Vanilla With Caramel, Coconut, And Chocolate Coating",489.0,64.1,25.8,4.4,3.5,35.8
171836,"Cookie, With Peanut Butter Filling, Chocolate-Coated",562.0,52.9,35.3,3.5,8.1,30.9
171837,"Cookies, Animal, With Frosting Or Icing",509.0,70.09,24.1,0.9,3.0,41.1
171838,"Crackers, Multigrain",482.0,67.6,20.4,3.5,7.1,12.0
171839,"Cake, Snack Cakes, Not Chocolate, With Icing Or Filling, Low-Fat, With Added Fiber",412.0,74.3,11.14,14.9,3.71,29.71
171840,"Cookies, Brownies, Commercially Prepared, Reduced Fat, With Added Fiber",345.0,61.58,9.68,11.1,2.77,38.73
171841,"Cookies, Chocolate Sandwich, With Creme Filling, Reduced Fat",436.0,76.17,13.24,2.9,2.94,41.18
171842,"Cookies, Oatmeal Sandwich, With Creme Filling",398.0,55.62,18.29,2.6,2.61,31.36
171843,"Cookies, Peanut Butter, Commercially Prepared, Sugar Free",523.0,50.52,31.03,3.4,10.34,0.0
171844,"Bread, Chapati Or Roti, Plain, Commercially Prepared",297.0,46.36,7.45,4.9,11.25,2.72
171845,"Bread, Naan, Plain, Commercially Prepared, Refrigerated",291.0,50.43,5.65,2.2,9.62,3.55
171846,"Crackers, Standard Snack-Type, With Whole Wheat",463.0,68.37,17.84,4.9,7.29,10.43
171847,"Cookies, Coconut Macaroon",460.0,61.22,22.55,5.1,3.02,45.16
171848,"Crackers, Sandwich-Type, Peanut Butter Filled, Reduced Fat",437.0,63.49,16.67,2.8,8.33,11.11
171849,"Bread, Cinnamon",253.0,44.38,5.29,3.5,7.05,14.11
171850,"Bread, Wheat, Sprouted",188.0,33.88,0.0,5.3,13.16,2.63
171851,"Bread, Wheat, Sprouted, Toasted",205.0,36.82,0.0,5.7,14.3,2.86
171852,"Bagels, Multigrain",241.0,47.47,1.24,6.2,9.9,8.66
171853,"Pancakes, Whole Wheat, Dry Mix, Incomplete",350.0,74.11,1.32,7.9,10.53,10.53
171854,"Crackers, Toast Thins, Low Sodium",442.0,67.66,16.13,9.7,6.45,12.9
171855,"Crackers, Whole Grain, Sandwich-Type, With Peanut Butter Filling",465.0,54.59,21.18,9.4,14.12,9.41
171856,"Crackers, Water Biscuits",384.0,72.81,7.14,7.1,7.14,0.0
171857,"Cookies, Gluten-Free, Chocolate Sandwich, With Creme Filling",474.0,76.03,17.89,2.5,2.19,49.0
171858,"Cookies, Gluten-Free, Chocolate Wafer",541.0,62.82,30.42,1.6,4.06,40.99
171859,"Cookies, Gluten-Free, Lemon Wafer",515.0,74.39,24.18,0.0,0.0,42.31
171860,"Cookies, Gluten-Free, Vanilla Sandwich, With Creme Filling",493.0,74.61,20.47,0.5,2.66,46.68
171861,"Rolls, Gluten-Free, White, Made With Brown Rice Flour, Tapioca Starch, And Potato Starch",310.0,55.1,6.4,3.6,7.99,9.53
171862,"Rolls, Gluten-Free, White, Made With Rice Flour, Rice Starch, And Corn Starch",239.0,50.47,2.65,5.1,3.34,6.87
171863,"Rolls, Gluten-Free, White, Made With Brown Rice Flour, Tapioca Starch, And Sorghum Flour",257.0,40.24,8.2,2.9,5.65,2.98
171864,"Rolls, Gluten-Free, Whole Grain, Made With Tapioca Starch And Brown Rice Flour",329.0,44.29,11.6,11.2,11.8,4.2
171865,"Cookies, Oatmeal, Reduced Fat",365.0,64.62,10.04,16.1,4.02,32.14
171866,"Cookies, Chocolate Cream Covered Biscuit Sticks",447.0,51.08,22.5,5.0,10.0,25.0
171867,"Cookies, Marie Biscuit",406.0,70.54,10.58,3.5,7.05,21.16
171868,"Cookies, Vanilla Sandwich With Creme Filling, Reduced Fat",423.0,78.16,10.42,2.1,4.17,37.5
171869,"Beverages, Carbonated, Tonic Water",34.0,8.8,0.0,0.0,0.0,8.8
171870,"Beverages, Energy Drink, Red Bull, Sugar Free, With Added Caffeine, Niacin, Pantothenic Acid, Vitamins B6 And B12",5.0,0.7,0.08,0.0,0.25,0.0
171871,"Beverages, Carbonated, Root Beer",41.0,10.6,0.0,0.0,0.0,10.6
171872,"Alcoholic Beverage, Wine, Table, Red, Gamay",78.0,2.38,0.0,0.0,0.07,0.0
171873,"Beverages, Chocolate Drink, Milk And Soy Based, Ready To Drink, Fortified",101.0,17.3,1.69,1.3,4.22,8.44
171874,"Beverages, Chocolate Malt Powder, Prepared With 1% Milk, Fortified",57.0,8.81,0.97,0.0,3.32,7.81
171875,"Beverages, Carbonated, Limeade, High Caffeine",17.0,4.11,0.11,0.0,0.0,3.97
171877,"Beverages, Coffee, Ready To Drink, Vanilla, Light, Milk Based, Sweetened",36.0,4.27,1.07,0.0,2.14,3.91
171878,"Beverages, Lemonade Fruit Juice Drink Light, Fortified With Vitamin E And C",21.0,5.0,0.0,0.0,0.0,5.0
171879,"Beverages, Chocolate-Flavor Beverage Mix, Powder, Prepared With Whole Milk",85.0,11.96,3.24,0.4,3.23,0.0
171880,"Beverages, Coffee, Ready To Drink, Milk Based, Sweetened",71.0,12.6,1.38,0.0,1.98,10.67
171881,"Beverages, Coffee, Brewed, Breakfast Blend",2.0,0.17,0.0,0.0,0.3,0.0
171882,"Beverages, Clam And Tomato Juice, Canned",48.0,10.95,0.2,0.4,0.6,3.31
171883,"Beverages, Tea, Green, Ready To Drink, Ginseng And Honey, Sweetened",30.0,7.16,0.18,0.0,0.0,6.87
171884,"Beverages, The Coca-Cola Company, Minute Maid, Lemonade",46.0,12.08,0.0,0.0,0.0,11.67
171885,"Beverages, Tea, Green, Ready-To-Drink, Diet",4.0,0.93,0.0,0.0,0.0,0.93
171886,"Beverages, Cocoa Mix, No Sugar Added, Powder",377.0,71.93,3.0,7.5,15.49,37.65
171887,"Cocoa Mix, Nestle, Rich Chocolate Hot Cocoa Mix",400.0,75.0,15.0,4.0,3.0,60.0
171888,"Beverages, Tea, Black, Ready-To-Drink, Lemon, Sweetened",45.0,10.8,0.22,0.0,0.0,9.49
171890,"Beverages, Coffee, Brewed, Prepared With Tap Water",1.0,0.0,0.02,0.0,0.12,0.0
171891,"Beverages, Coffee, Brewed, Espresso, Restaurant-Prepared",9.0,1.67,0.18,0.0,0.12,0.0
171892,"Beverages, Tea, Black, Ready-To-Drink, Lemon, Diet",1.0,0.22,0.0,0.0,0.0,0.0
171893,"Beverages, Coffee, Instant, Regular, Powder",353.0,75.4,0.5,0.0,12.2,0.0
171894,"Beverages, Coffee, Instant, Decaffeinated, Prepared With Water",2.0,0.43,0.0,0.0,0.12,0.0
171895,"Beverages, Ocean Spray, Cranberry-Apple Juice Drink, Bottled",56.0,13.68,0.0,0.6,0.29,13.12
171896,"Beverages, Ocean Spray, Diet Cranberry Juice",4.0,0.8,0.0,0.6,0.07,0.25
171897,"Beverages, Coffee, Instant, With Chicory",355.0,78.9,0.2,0.5,9.3,0.0
171898,"Beverages, Kraft, Coffee, Instant, French Vanilla Cafe",481.0,74.6,19.2,1.4,2.5,54.3
171899,"Beverages, Ocean Spray, Cran Raspberry Juice Drink",49.0,11.96,0.0,0.6,0.28,11.4
171900,"Beverages, Ocean Spray, Cran Lemonade",45.0,11.12,0.0,0.6,0.07,10.4
171901,"Beverages, Ocean Spray, Diet Cran Cherry",4.0,0.7,0.0,0.6,0.21,0.22
171902,"Beverages, Cranberry-Grape Juice Drink, Bottled",56.0,14.0,0.1,0.1,0.2,0.0
171903,"Cranberry Juice Cocktail, Bottled",54.0,13.52,0.1,0.0,0.0,11.87
171904,"Cranberry Juice Cocktail, Bottled, Low Calorie, With Calcium, Saccharin And Corn Sweetener",19.0,4.6,0.01,0.0,0.02,4.59
171905,"Beverages, Eggnog-Flavor Mix, Powder, Prepared With Whole Milk",95.0,14.2,3.02,0.0,2.93,12.66
171906,"Alcoholic Beverages, Beer, Higher Alcohol",58.0,0.27,0.0,0.0,0.9,0.0
171907,"Beverages, Malt Liquor Beverage",40.0,0.0,0.0,0.0,0.35,0.0
171908,"Alcoholic Beverages, Wine, Rose",83.0,3.8,0.0,0.0,0.36,3.8
171909,"Beverages, Ocean Spray, Cran Pomegranate",47.0,12.56,0.01,0.6,0.07,12.0
171912,"Beverages, Citrus Fruit Juice Drink, Frozen Concentrate",162.0,40.2,0.1,0.2,1.2,28.63
171913,"Beverages, Citrus Fruit Juice Drink, Frozen Concentrate, Prepared With Water",46.0,11.42,0.03,0.1,0.34,8.13
171914,"Beverages, Fruit Punch Drink, Without Added Nutrients, Canned",48.0,11.97,0.0,0.0,0.0,11.29
171915,"Beverages, Tropical Punch, Ready-To-Drink",10.0,2.5,0.0,0.0,0.0,2.5
171916,"Beverages, Grape Drink, Canned",61.0,15.72,0.0,0.0,0.0,13.06
171917,"Beverages, Tea, Green, Brewed, Regular",1.0,0.0,0.0,0.0,0.22,0.0
171918,"Beverages, Tea, Instant, Lemon, With Added Ascorbic Acid",385.0,97.6,0.3,0.0,0.6,0.0
171919,"Alcoholic Beverage, Distilled, All (Gin, Rum, Vodka, Whiskey) 86 Proof",250.0,0.1,0.0,0.0,0.0,0.0
171920,"Alcoholic Beverage, Distilled, All (Gin, Rum, Vodka, Whiskey) 90 Proof",263.0,0.0,0.0,0.0,0.0,0.0
171921,"Carbonated Beverage, Chocolate-Flavored Soda",42.0,10.7,0.0,0.0,0.0,10.7
171924,"Beverages, Wendy'S, Tea, Ready-To-Drink, Unsweetened",1.0,0.0,0.0,0.0,0.22,0.0
171925,"Alcoholic Beverage, Wine, Table, Red, Merlot",83.0,2.51,0.0,0.0,0.07,0.62
171926,"Water, Non-Carbonated, Bottles, Natural Fruit Flavors, Sweetened With Low Calorie Sweetener",1.0,0.13,0.0,0.0,0.0,0.0
171927,"Beverages, V8 Splash Juice Drinks, Diet Tropical Blend",4.0,1.26,0.0,0.0,0.0,0.42
171928,"Beverages, V8 Splash Juice Drinks, Berry Blend",29.0,7.41,0.0,0.0,0.0,7.41
171929,"Beverages, V8 Splash Juice Drinks, Fruit Medley",33.0,7.82,0.0,0.0,0.0,7.82
171930,"Beverages, V8 Splash Juice Drinks, Guava Passion Fruit",33.0,7.82,0.0,0.0,0.0,7.82
171931,"Beverages, V8 Splash Juice Drinks, Strawberry Kiwi",29.0,7.41,0.0,0.0,0.0,7.41
171932,"Beverages, V8 Splash Juice Drinks, Tropical Blend",29.0,7.41,0.0,0.0,0.0,7.41
171933,"Beverages, V8 V-Fusion Juices, Peach Mango",49.0,11.38,0.0,0.0,0.41,10.57
171934,"Beverages, V8 V-Fusion Juices, Strawberry Banana",49.0,11.79,0.0,0.0,0.41,10.16
171935,"Beverages, Energy Drink, Monster, Fortified With Vitamins C, B2, B3, B6, B12",47.0,11.28,0.0,0.0,0.47,10.93
171936,"Beverages, Energy Drink, Amp, Sugar Free",2.0,1.03,0.0,0.0,0.0,0.0
171937,"Beverages, Energy Drink, Rockstar",58.0,12.7,0.22,0.0,0.34,12.26
171938,"Beverages, Energy Drink, Rockstar, Sugar Free",4.0,0.7,0.08,0.0,0.25,0.0
171939,"Beverages, Meal Supplement Drink, Canned, Peanut Flavor",101.0,14.74,3.07,0.0,3.5,0.0
171940,"Water, With Corn Syrup And/Or Sugar And Low Calorie Sweetener, Fruit Flavored",18.0,4.5,0.0,0.0,0.0,4.5
171941,"Beverages, Horchata, As Served In Restaurant",54.0,11.52,0.71,0.0,0.48,9.36
171942,"Beverages, Rice Milk, Unsweetened",47.0,9.17,0.97,0.3,0.28,5.28
171943,"Beverages, Energy Drink, Vault, Citrus Flavor",49.0,12.99,0.0,0.0,0.0,12.99
