fdc_id,nombre,calories,carbs,fat,fiber,protein,sugar
168721,"Beef, Short Loin, Top Loin, Steak, Separable Lean And Fat, Trimmed To 1/8"" Fat, Prime, Raw",281.0,0.0,22.17,0.0,19.0,0.0
168722,"Beef, Tenderloin, Steak, Separable Lean And Fat, Trimmed To 1/8"" Fat, Choice, Cooked, Broiled",273.0,0.0,17.78,0.0,26.43,0.0
168723,"Beef, Tenderloin, Roast, Separable Lean And Fat, Trimmed To 1/8"" Fat, Choice, Cooked, Roasted",331.0,0.0,25.39,0.0,23.9,0.0
168724,"Beef, Tenderloin, Steak, Separable Lean And Fat, Trimmed To 1/8"" Fat, Select, Raw",249.0,0.0,18.46,0.0,19.37,0.0
168725,"Beef, Tenderloin, Steak, Separable Lean And Fat, Trimmed To 1/8"" Fat, Select, Cooked, Broiled",262.0,0.0,16.53,0.0,26.48,0.0
168726,"Beef, Top Sirloin, Steak, Separable Lean And Fat, Trimmed To 1/8"" Fat, All Grades, Raw",201.0,0.0,12.71,0.0,20.3,0.0
168727,"Beef, Top Sirloin, Steak, Separable Lean And Fat, Trimmed To 1/8"" Fat, All Grades, Cooked, Broiled",243.0,0.0,14.23,0.0,26.96,0.0
168728,"Beef, Top Sirloin, Steak, Separable Lean And Fat, Trimmed To 1/8"" Fat, Choice, Raw",214.0,0.0,14.28,0.0,19.92,0.0
168729,"Beef, Top Sirloin, Steak, Separable Lean And Fat, Trimmed To 1/8"" Fat, Choice, Cooked, Broiled",257.0,0.0,15.75,0.0,26.8,0.0
168730,"Beef, Chuck, Clod Roast, Separable Lean Only, Trimmed To 0"" Fat, Select, Cooked, Roasted",172.0,0.0,5.82,0.0,28.09,0.0
168731,"Beef, Shoulder Steak, Boneless, Separable Lean Only, Trimmed To 0"" Fat, Choice, Cooked, Grilled",178.0,0.0,6.25,0.0,28.54,0.0
168732,"Beef, Shoulder Steak, Boneless, Separable Lean Only, Trimmed To 0"" Fat, Select, Cooked, Grilled",169.0,0.0,5.17,0.0,28.71,0.0
168733,"Beef, Flank, Steak, Separable Lean And Fat, Trimmed To 0"" Fat, All Grades, Cooked, Broiled",192.0,0.0,8.23,0.0,27.66,0.0
168734,"Beef, Bottom Sirloin, Tri-Tip Roast, Separable Lean And Fat, Trimmed To 0"" Fat, All Grades, Raw",165.0,0.0,8.55,0.0,20.64,0.0
168735,"Beef, Bottom Sirloin, Tri-Tip Roast, Separable Lean And Fat, Trimmed To 0"" Fat, Choice, Cooked, Roasted",221.0,0.0,12.36,0.0,25.66,0.0
168736,"Beef, Bottom Sirloin, Tri-Tip Roast, Separable Lean And Fat, Trimmed To 0"" Fat, Choice, Raw",174.0,0.0,9.51,0.0,20.64,0.0
168737,"Beef, Bottom Sirloin, Tri-Tip Roast, Separable Lean And Fat, Trimmed To 0"" Fat, Select, Cooked, Roasted",201.0,0.0,9.78,0.0,26.44,0.0
168738,"Beef, Chuck, Top Blade, Separable Lean Only, Trimmed To 0"" Fat, Choice, Cooked, Broiled",217.0,0.0,11.65,0.0,26.11,0.0
168739,"Beef, Chuck, Top Blade, Separable Lean Only, Trimmed To 0"" Fat, Select, Cooked, Broiled",184.0,0.0,8.0,0.0,26.16,0.0
168740,"Beef, Round, Top Round Steak, Boneless, Separable Lean And Fat, Trimmed To 0"" Fat, Choice, Cooked, Grilled",170.0,0.0,4.62,0.0,30.12,0.0
168741,"Beef, Round, Top Round Steak, Boneless, Separable Lean And Fat, Trimmed To 0"" Fat, Select, Cooked, Grilled",162.0,0.0,3.85,0.0,29.7,0.0
168742,"Beef, Chuck Eye Roast, Boneless, America'S Beef Roast, Separable Lean Only, Trimmed To 0"" Fat, Select, Raw",133.0,0.0,5.71,0.0,20.52,0.0
168743,"Beef, Brisket, Flat Half, Boneless, Separable Lean And Fat, Trimmed To 0"" Fat, Choice, Raw",169.0,0.0,9.86,0.0,20.15,0.0
168744,"Beef, Plate, Inside Skirt Steak, Separable Lean Only, Trimmed To 0"" Fat, All Grades, Cooked, Broiled",205.0,0.0,10.06,0.0,26.66,0.0
168745,"Beef, Plate, Outside Skirt Steak, Separable Lean Only, Trimmed To 0"" Fat, All Grades, Cooked, Broiled",233.0,0.0,14.37,0.0,24.18,0.0
168746,"Alcoholic Beverage, Beer, Regular, All",43.0,3.55,0.0,0.0,0.46,0.0
168747,"Alcoholic Beverage, Beer, Regular, Budweiser",41.0,2.97,0.0,0.0,0.36,0.0
168748,"Alcoholic Beverage, Beer, Light, Budweiser Select",28.0,0.87,0.0,0.0,0.2,0.0
168749,"Alcoholic Beverage, Beer, Light",29.0,1.64,0.0,0.0,0.24,0.09
168750,"Alcoholic Beverage, Pina Colada, Canned",237.0,27.6,7.6,0.1,0.6,0.0
168751,"Beverages, Almond Milk, Sweetened, Vanilla Flavor, Ready-To-Drink",38.0,6.59,1.04,0.4,0.42,6.25
168752,"Alcoholic Beverage, Pina Colada, Prepared-From-Recipe",174.0,22.66,1.88,0.3,0.42,22.33
168753,"Alcoholic Beverage, Tequila Sunrise, Canned",110.0,11.3,0.1,0.0,0.3,0.0
168754,"Candies, Milk Chocolate, With Almonds",526.0,53.4,34.4,6.2,9.0,43.9
168755,"Candies, Milk Chocolate, With Rice Cereal",511.0,59.67,29.37,3.3,7.64,51.06
168756,"Candies, Mars Snackfood Us, Milky Way Bar",456.0,71.17,17.23,1.0,4.01,59.69
168757,"Candies, Hershey'S Skor Toffee Bar",541.0,63.73,30.37,1.3,3.13,59.89
168758,"Toppings, Strawberry",254.0,66.3,0.1,0.7,0.2,27.38
168759,"Candies, Mounds Candy Bar",493.0,58.88,26.6,3.7,4.6,46.19
168760,"Candies, Mr. Goodbar Chocolate Bar",538.0,54.34,33.21,3.8,10.22,47.22
168761,"Candies, Nestle, 100 Grand Bar",468.0,70.97,19.33,1.0,2.5,51.9
168762,"Candies, Nestle, Crunch Bar And Dessert Topping",500.0,67.0,26.0,1.9,5.0,55.0
168763,"Candies, Reese'S Peanut Butter Cups",515.0,55.36,30.53,3.6,10.24,47.17
168764,"Candies, Reese'S Pieces Candy",497.0,59.86,24.77,3.0,12.46,53.25
168765,"Candies, Rolo Caramels In Milk Chocolate",474.0,67.95,20.93,0.9,5.08,63.93
168766,"Candies, Nestle, After Eight Mints",432.0,79.53,11.9,2.4,1.67,66.6
168767,"Candies, Mars Snackfood Us, 3 Musketeers Bar",436.0,77.77,12.75,1.5,2.6,66.89
168768,"Candies, Mars Snackfood Us, Twix Caramel Cookie Bars",502.0,64.8,24.85,1.1,4.91,48.25
168769,"Candies, Mars Snackfood Us, Twix Peanut Butter Cookie Bars",547.0,54.14,32.67,3.1,9.18,36.13
168770,"Candies, Whatchamacallit Candy Bar",494.0,63.23,23.68,1.9,8.04,48.86
168771,Chewing Gum,360.0,96.7,0.3,2.4,0.0,66.08
168772,"Egg Custards, Dry Mix",410.0,82.8,6.4,0.0,6.9,0.0
168773,"Egg Custards, Dry Mix, Prepared With Whole Milk",122.0,17.6,4.0,0.0,3.99,4.82
168774,"Cocoa, Dry Powder, Unsweetened, Hershey'S European Style Cocoa",410.0,60.0,10.0,20.0,20.0,0.0
168775,"Gelatin Desserts, Dry Mix",381.0,90.5,0.0,0.0,7.8,86.04
168776,"Candies, York Bites",394.0,81.64,7.32,2.0,1.78,75.0
168777,"Desserts, Mousse, Chocolate, Prepared-From-Recipe",225.0,16.07,16.0,0.6,4.14,14.81
168778,"Puddings, Chocolate, Ready-To-Eat",142.0,23.01,4.6,0.0,2.09,17.17
168779,"Puddings, Chocolate, Dry Mix, Instant",378.0,87.9,1.9,3.6,2.3,67.86
168780,"Puddings, Chocolate, Dry Mix, Regular, Prepared With 2% Milk",111.0,19.76,2.06,0.8,3.28,11.85
168781,"Puddings, Coconut Cream, Dry Mix, Instant, Prepared With 2% Milk",107.0,19.2,2.3,0.1,2.9,0.0
168782,"Puddings, Rice, Ready-To-Eat",108.0,18.39,2.15,0.3,3.23,11.59
168783,"Puddings, Rice, Dry Mix",376.0,91.2,0.1,0.7,2.7,0.0
168784,"Puddings, Vanilla, Dry Mix, Instant",377.0,92.9,0.6,0.0,0.0,92.9
168785,"Puddings, Vanilla, Dry Mix, Instant, Prepared With Whole Milk",114.0,19.7,2.9,0.0,2.7,18.03
168786,"Puddings, Lemon, Dry Mix, Instant, Prepared With 2% Milk",107.0,20.2,1.71,0.0,2.76,0.0
168787,"Egg Custards, Dry Mix, Prepared With 2% Milk",112.0,17.61,2.83,0.0,4.13,4.63
168788,"Puddings, Vanilla, Dry Mix, Regular, Prepared With 2% Milk",101.0,18.53,1.73,0.0,2.94,0.0
168789,"Rennin, Chocolate, Dry Mix, Prepared With 2% Milk",85.0,13.47,2.06,0.5,3.24,0.0
168790,"Rennin, Vanilla, Dry Mix, Prepared With 2% Milk",77.0,12.34,1.77,0.0,3.06,0.0
168791,"Candies, Praline, Prepared-From-Recipe",485.0,59.59,25.9,3.5,3.3,55.79
168792,"Desserts, Rennin, Vanilla, Dry Mix",383.0,99.0,0.0,0.0,0.0,0.0
168793,"Rennin, Vanilla, Dry Mix, Prepared With Whole Milk",89.0,12.21,3.07,0.0,3.03,0.0
168794,"Desserts, Rennin, Tablets, Unsweetened",84.0,19.8,0.1,0.0,1.0,0.0
168795,"Frostings, Chocolate, Creamy, Ready-To-Eat",397.0,63.2,17.6,0.9,1.1,57.7
168796,"Flan, Caramel Custard, Dry Mix, Prepared With Whole Milk",113.0,18.68,3.0,0.0,2.95,0.0
168797,"Puddings, Vanilla, Ready-To-Eat, Fat Free",89.0,20.16,0.0,0.0,2.02,15.12
168798,"Puddings, Tapioca, Ready-To-Eat, Fat Free",94.0,21.31,0.35,0.0,1.44,14.18
168799,"Puddings, Chocolate, Ready-To-Eat, Fat Free",93.0,20.87,0.3,0.3,1.93,15.75
168800,"Frostings, Chocolate, Creamy, Dry Mix, Prepared With Butter",408.0,71.8,13.06,1.9,1.11,0.01
168801,"Candies, Heath Bites",530.0,63.39,30.38,2.0,3.94,60.02
168802,"Frostings, Vanilla, Creamy, Dry Mix",410.0,93.8,4.9,0.1,0.3,0.0
168803,"Frostings, White, Fluffy, Dry Mix",371.0,94.9,0.0,0.0,2.3,0.0
168804,"Candies, Mars Snackfood Us, Dove Milk Chocolate",546.0,59.78,31.72,2.4,5.94,55.45
168805,"Candies, Mars Snackfood Us, Dove Dark Chocolate",520.0,59.4,32.45,7.6,5.19,46.27
168806,"Candies, Mars Snackfood Us, Milky Way Caramels, Milk Chocolate Covered",463.0,68.49,19.17,0.7,4.28,58.65
168807,"Candies, Mars Snackfood Us, Milky Way Caramels. Dark Chocolate Covered",458.0,67.56,20.42,2.8,3.82,54.08
168808,"Snacks, General Mills, Betty Crocker Fruit Roll Ups, Berry Flavored, With Vitamin C",373.0,85.2,3.5,0.0,0.1,38.7
168809,"Ice Creams, Chocolate",216.0,28.2,11.0,1.2,3.8,25.36
168810,"Ice Creams, Strawberry",192.0,27.6,8.4,0.9,3.2,0.0
168811,"Snacks, Farley Candy, Farley Fruit Snacks, With Vitamins A, C, And E",341.0,80.9,0.0,0.0,4.4,0.0
168812,"Frozen Novelties, Ice Type, Italian, Restaurant-Prepared",53.0,13.5,0.02,0.0,0.03,0.0
168813,"Frozen Novelties, Ice Type, Pop",79.0,19.23,0.24,0.0,0.0,13.66
168814,"Candies, Mars Snackfood Us, M&M'S Crispy Chocolate Candies",475.0,72.4,19.32,2.0,4.28,58.94
168815,"Frozen Yogurts, Vanilla, Soft-Serve",159.0,24.2,5.6,0.0,4.0,24.0
168816,"Fruit Butters, Apple",173.0,42.47,0.3,1.5,0.39,35.3
168817,"Candies, Fudge, Chocolate Marshmallow, With Nuts, Prepared-By-Recipe",474.0,67.69,21.11,2.1,3.24,0.0
168818,"Candies, Mars Snackfood Us, Snickers Almond Bar",472.0,64.67,22.4,2.6,5.4,53.93
168819,"Marmalade, Orange",246.0,66.3,0.0,0.7,0.3,60.0
168820,Molasses,290.0,74.73,0.1,0.0,0.0,74.72
168821,"Pectin, Unsweetened, Dry Mix",325.0,90.4,0.3,8.6,0.3,0.0
168822,"Pie Fillings, Apple, Canned",100.0,26.1,0.1,1.0,0.1,13.8
168823,"Candies, Mars Snackfood Us, Starburst Fruit Chews, Tropical Fruits",409.0,82.76,8.31,0.0,0.41,58.18
168824,"Pie Fillings, Canned, Cherry",115.0,28.0,0.07,0.6,0.37,0.0
168825,"Puddings, Banana, Dry Mix, Regular, Prepared With Whole Milk",111.0,18.44,2.89,0.0,2.74,15.98
168826,"Puddings, Coconut Cream, Dry Mix, Instant",415.0,83.5,10.0,4.0,0.9,64.0
168827,"Puddings, Coconut Cream, Dry Mix, Instant, Prepared With Whole Milk",117.0,19.1,3.5,0.1,2.9,0.0
168828,"Puddings, Coconut Cream, Dry Mix, Regular",434.0,81.84,11.36,1.6,1.0,80.54
168829,"Puddings, Coconut Cream, Dry Mix, Regular, Prepared With Whole Milk",114.0,17.7,3.8,0.2,3.0,0.0
168830,"Puddings, Lemon, Dry Mix, Instant, Prepared With Whole Milk",115.0,20.1,2.9,0.0,2.7,0.0
168831,"Puddings, Lemon, Dry Mix, Regular",363.0,91.8,0.5,0.1,0.1,0.0
168832,"Pudding, Lemon, Dry Mix, Regular, Prepared With Sugar, Egg Yolk And Water",109.0,24.2,1.12,0.0,0.65,13.51
168833,"Sugars, Brown",380.0,98.09,0.0,0.0,0.12,97.02
168834,"Syrups, Chocolate, Hershey'S Genuine Chocolate Flavored Lite Syrup",153.0,34.56,0.97,0.0,1.4,28.57
168835,"Syrups, Chocolate, Fudge-Type",350.0,62.9,8.9,2.8,4.6,34.82
168836,"Syrups, Corn, Dark",286.0,77.59,0.0,0.0,0.0,77.59
168837,"Syrups, Corn, Light",283.0,76.79,0.2,0.0,0.0,76.77
168838,"Syrups, Table Blends, Pancake, With 2% Maple",265.0,69.6,0.1,0.0,0.0,42.0
168839,"Syrups, Table Blends, Corn, Refiner, And Sugar",319.0,83.9,0.0,0.0,0.0,0.0
168840,"Candies, Mars Snackfood Us, Skittles Wild Berry Bite Size Candies",402.0,90.76,4.25,0.0,0.19,75.92
168841,"Toppings, Butterscotch Or Caramel",216.0,57.01,0.0,0.0,1.21,57.0
168842,"Candies, Mars Snackfood Us, Skittles Sours Original",401.0,91.02,4.0,0.0,0.18,73.16
168843,"Candies, Mars Snackfood Us, Skittles Original Bite Size Candies",405.0,90.78,4.37,0.0,0.19,75.84
168844,"Frostings, Vanilla, Creamy, Dry Mix, Prepared With Margarine",413.0,74.28,12.74,0.1,0.34,0.0
168845,"Frostings, Chocolate, Creamy, Dry Mix, Prepared With Margarine",404.0,71.02,12.87,1.9,1.1,0.0
168846,"Candies, Divinity, Prepared-From-Recipe",364.0,89.05,0.06,0.0,1.32,78.96
168847,"Frozen Novelties, Ice Type, Pineapple-Coconut",113.0,23.9,2.6,0.7,0.0,0.0
168848,"Frozen Yogurts, Chocolate, Soft-Serve",160.0,24.9,6.0,2.2,4.0,0.0
168849,"Snacks, Banana Chips",519.0,58.4,33.6,7.7,2.3,35.34
168850,"Snacks, Beef Sticks, Smoked",550.0,5.4,49.6,0.0,21.5,0.0
168851,"Snacks, Pork Skins, Barbecue-Flavor",538.0,1.6,31.8,0.0,57.9,0.0
168852,"Frostings, Glaze, Chocolate, Prepared-From-Recipe, With Butter, Nfsmi Recipe No. C-32",359.0,72.18,7.17,1.1,1.42,64.3
168853,"Snack, Potato Chips, Made From Dried Potatoes, Plain",545.0,55.38,35.28,2.9,4.62,0.76
168854,"Snacks, Potato Sticks",522.0,53.3,34.4,3.4,6.7,0.22
168855,"Snacks, Rice Cakes, Brown Rice, Rye",386.0,79.9,3.8,4.0,8.1,0.0
168856,"Snacks, Sesame Sticks, Wheat-Based, Salted",541.0,46.5,36.7,2.8,10.9,0.19
168857,"Snacks, Corn Cakes",387.0,83.4,2.4,1.9,8.1,23.47
168858,"Snacks, Tortilla Chips, Nacho-Flavor, Reduced Fat",445.0,71.6,15.2,4.8,8.7,0.0
168859,"Tortilla Chips, Low Fat, Baked Without Fat",448.0,80.2,5.7,5.3,11.0,0.67
168860,"Cheese Puffs And Twists, Corn Based, Baked, Low Fat",432.0,72.35,12.1,3.6,8.5,7.29
168861,"Snacks, Granola Bar, Fruit-Filled, Nonfat",342.0,77.6,0.9,7.4,5.9,45.24
168862,"Snacks, Kellogg, Kellogg'S, Nutri-Grain Cereal Bars, Fruit",365.0,67.61,8.67,3.0,4.22,28.98
168863,"Snacks, Tortilla Chips, Low Fat, Made With Olestra, Nacho Cheese",318.0,65.22,3.53,6.4,8.44,2.82
168864,"Snacks, Potato Chips, Made From Dried Potatoes, Fat-Free, Made With Olestra",253.0,56.0,0.93,7.3,5.06,0.59
168865,"Snacks, Taro Chips",498.0,68.1,24.9,7.2,2.3,3.82
168866,"Puddings, Banana, Dry Mix, Instant, With Added Oil",386.0,89.0,4.4,0.0,0.0,0.0
168867,"Cornmeal, Degermed, Enriched, Yellow",370.0,79.45,1.75,3.9,7.11,1.61
168868,"Cornmeal, Yellow, Self-Rising, Bolted, Plain, Enriched",334.0,70.28,3.4,6.7,8.28,0.0
168869,"Cornmeal, Yellow, Self-Rising, Bolted, With Wheat Flour Added, Enriched",348.0,73.43,2.85,6.3,8.41,0.0
168870,"Cornmeal, Yellow, Self-Rising, Degermed, Enriched",355.0,74.79,1.72,7.1,8.41,0.0
168871,"Millet, Cooked",119.0,23.67,1.0,1.3,3.51,0.13
168872,"Oat Bran, Raw",246.0,66.22,7.03,15.4,17.3,1.45
168873,"Oat Bran, Cooked",40.0,11.44,0.86,2.6,3.21,0.0
168874,"Quinoa, Uncooked",368.0,64.16,6.07,7.0,14.12,0.0
168875,"Rice, Brown, Medium-Grain, Cooked (Includes Foods For Usda'S Food Distribution Program)",112.0,23.51,0.83,1.8,2.32,0.0
168876,"Rice, Brown, Parboiled, Dry, Uncle Ben'S",370.0,78.68,2.75,3.5,7.6,0.5
168877,"Rice, White, Long-Grain, Regular, Raw, Enriched",365.0,79.95,0.66,1.3,7.13,0.12
168878,"Rice, White, Long-Grain, Regular, Enriched, Cooked",130.0,28.17,0.28,0.4,2.69,0.05
168879,"Rice, White, Medium-Grain, Raw, Enriched",360.0,79.34,0.58,1.4,6.61,0.0
168880,"Rice, White, Medium-Grain, Enriched, Cooked",130.0,28.59,0.21,0.3,2.38,0.0
168881,"Rice, White, Short-Grain, Enriched, Uncooked",358.0,79.15,0.52,2.8,6.5,0.0
168882,"Rice, White, Short-Grain, Enriched, Cooked",130.0,28.73,0.19,0.0,2.36,0.0
168883,"Rice, White, Glutinous, Unenriched, Uncooked",370.0,81.68,0.55,2.8,6.81,0.0
168884,Rye Grain,338.0,75.86,1.63,15.1,10.34,0.98
168885,"Rye Flour, Dark",325.0,68.63,2.22,23.8,15.91,2.31
168886,"Rye Flour, Medium",349.0,75.43,1.52,11.8,10.88,1.1
168887,"Rye Flour, Light",357.0,76.68,1.33,8.0,9.82,0.93
168888,"Triticale Flour, Whole-Grain",338.0,73.14,1.81,14.6,13.18,0.0
168889,"Wheat, Hard Red Spring",329.0,68.03,1.92,12.2,15.4,0.41
168890,"Wheat, Hard Red Winter",327.0,71.18,1.54,12.2,12.61,0.41
168891,"Wheat, Soft Red Winter",331.0,74.24,1.56,12.5,10.35,0.41
168892,"Wheat Germ, Crude",360.0,51.8,9.72,13.2,23.15,0.0
168893,"Wheat Flour, Whole-Grain (Includes Foods For Usda'S Food Distribution Program)",340.0,71.97,2.5,10.7,13.21,0.41
168894,"Wheat Flour, White, All-Purpose, Enriched, Bleached",364.0,76.31,0.98,2.7,10.33,0.27
168895,"Wheat Flour, White, All-Purpose, Self-Rising, Enriched",354.0,74.22,0.97,2.7,9.89,0.22
168896,"Wheat Flour, White, Bread, Enriched",361.0,72.53,1.66,2.4,11.98,0.31
168897,"Wild Rice, Cooked",101.0,21.34,0.34,1.8,3.99,0.73
168898,"Rice Flour, Brown",363.0,76.48,2.78,4.6,7.23,0.66
168899,"Pasta, Gluten-Free, Corn, Dry",357.0,79.26,2.08,11.0,7.46,0.0
168900,"Pasta, Gluten-Free, Corn, Cooked",126.0,27.91,0.73,4.8,2.63,0.0
168901,"Pasta, Homemade, Made With Egg, Cooked",130.0,23.54,1.74,0.0,5.28,0.0
168902,"Pasta, Homemade, Made Without Egg, Cooked",124.0,25.12,0.98,0.0,4.37,0.0
168903,"Macaroni, Vegetable, Enriched, Dry",367.0,74.88,1.04,4.3,13.14,0.0
168904,"Macaroni, Vegetable, Enriched, Cooked",128.0,26.61,0.11,4.3,4.53,1.15
168905,"Noodles, Chinese, Chow Mein",471.0,63.64,21.24,6.7,10.88,0.0
168906,"Noodles, Japanese, Soba, Dry",336.0,74.62,0.71,0.0,14.38,0.0
168907,"Noodles, Japanese, Soba, Cooked",99.0,21.44,0.1,0.0,5.06,0.0
168908,"Noodles, Japanese, Somen, Dry",356.0,74.1,0.81,4.3,11.35,0.0
168909,"Noodles, Japanese, Somen, Cooked",131.0,27.54,0.18,0.0,4.0,0.0
168910,"Pasta, Whole-Wheat, Cooked (Includes Foods For Usda'S Food Distribution Program)",149.0,30.07,1.71,3.9,5.99,0.75
168911,"Spaghetti, Spinach, Dry",372.0,74.81,1.57,10.6,13.35,2.72
168912,"Spaghetti, Spinach, Cooked",130.0,26.15,0.63,0.0,4.58,0.0
168913,"Wheat Flours, Bread, Unenriched",361.0,72.53,1.66,2.4,11.98,0.31
168914,"Rice Noodles, Cooked",108.0,24.01,0.2,1.0,1.79,0.03
168915,"Pasta, Whole Grain, 51% Whole Wheat, Remaining Unenriched Semolina, Dry",362.0,73.1,2.68,10.1,13.51,2.6
168916,"Pasta, Whole Grain, 51% Whole Wheat, Remaining Unenriched Semolina, Cooked",159.0,31.51,1.5,4.6,5.82,0.85
168917,"Quinoa, Cooked",120.0,21.3,1.92,2.8,4.4,0.87
168918,"Teff, Cooked",101.0,19.86,0.65,2.8,3.87,0.0
168919,"Noodles, Egg, Cooked, Enriched, With Added Salt",138.0,25.16,2.07,1.2,4.54,0.4
168920,"Corn Grain, White",365.0,74.26,4.74,0.0,9.42,0.0
168921,"Corn Flour, Whole-Grain, Blue (Harina De Maiz Morado)",364.0,73.89,5.09,8.4,8.75,0.0
168922,"Cornmeal, Degermed, Enriched, White",370.0,79.45,1.75,3.9,7.11,1.61
168923,"Cornmeal, White, Self-Rising, Bolted, Plain, Enriched",334.0,70.28,3.4,6.7,8.28,0.0
168924,"Cornmeal, White, Self-Rising, Bolted, With Wheat Flour Added, Enriched",348.0,73.43,2.85,6.3,8.41,0.0
168925,"Cornmeal, White, Self-Rising, Degermed, Enriched",355.0,74.79,1.72,7.1,8.41,0.0
168926,"Noodles, Egg, Unenriched, Cooked, Without Added Salt",138.0,25.16,2.07,1.2,4.54,0.4
168927,"Pasta, Dry, Unenriched",371.0,74.67,1.51,3.2,13.04,2.67
168928,"Pasta, Cooked, Unenriched, Without Added Salt",158.0,30.86,0.93,1.8,5.8,0.56
168929,"Cornmeal, Degermed, Unenriched, Yellow",370.0,79.45,1.75,3.9,7.11,1.61
168930,"Rice, White, Medium-Grain, Cooked, Unenriched",130.0,28.59,0.21,0.0,2.38,0.0
168931,"Rice, White, Short-Grain, Raw, Unenriched",358.0,79.15,0.52,0.0,6.5,0.0
168932,"Rice, White, Short-Grain, Cooked, Unenriched",130.0,28.73,0.19,0.0,2.36,0.0
168933,"Semolina, Unenriched",360.0,72.83,1.05,3.9,12.68,0.0
168934,"Spaghetti, Protein-Fortified, Cooked, Enriched (N X 6.25)",164.0,30.88,0.21,2.0,8.86,0.0
168935,"Rice, White, Long-Grain, Regular, Cooked, Unenriched, With Salt",130.0,28.17,0.28,0.4,2.69,0.05
168936,"Wheat Flour, White, All-Purpose, Enriched, Unbleached",364.0,76.31,0.98,2.7,10.33,0.27
168937,"Spaghetti, Protein-Fortified, Dry, Enriched (N X 6.25)",374.0,65.65,2.23,2.4,21.78,0.0
168938,"Wheat Flour, White (Industrial), 10% Protein, Unbleached, Enriched",366.0,76.22,1.48,2.4,9.71,0.49
168939,"Wheat Flour, White (Industrial), 11.5% Protein, Bleached, Enriched",363.0,73.81,1.45,2.4,11.5,1.12
168940,"Wheat Flour, White (Industrial), 11.5% Protein, Bleached, Unenriched",363.0,73.81,1.45,2.4,11.5,1.12
168941,"Wheat Flour, White (Industrial), 11.5% Protein, Unbleached, Enriched",363.0,73.81,1.45,2.4,11.5,1.12
168942,"Wheat Flour, White (Industrial), 13% Protein, Bleached, Enriched",362.0,72.2,1.38,2.4,13.07,1.1
168943,"Sorghum Flour, Whole-Grain",359.0,76.64,3.34,6.6,8.43,1.94
168944,"Wheat Flour, Whole-Grain, Soft Wheat",332.0,74.48,1.95,13.1,9.61,1.02
168945,"Potatoes, Yellow Fleshed, Hash Brown, Shredded, Salt Added In Processing, Frozen, Unprepared",81.0,17.98,0.07,2.0,2.04,0.23
168946,"Potatoes, French Fried, Wedge Cut, Frozen, Unprepared",162.0,22.22,7.47,2.4,2.56,0.34
168947,"Potatoes, French Fried, Steak Cut, Salt Not Added In Processing, Frozen, Unprepared",134.0,24.31,3.42,2.4,2.4,0.21
168948,"Potatoes, French Fried, Cross Cut, Frozen, Unprepared",187.0,22.95,10.0,2.3,2.7,0.49
168949,"Rice And Vermicelli Mix, Beef Flavor, Unprepared",359.0,76.02,1.27,1.6,10.84,4.27
168950,"Rice And Vermicelli Mix, Beef Flavor, Prepared With 80% Margarine",129.0,22.03,3.2,0.6,2.82,0.0
168951,"Rice And Vermicelli Mix, Rice Pilaf Flavor, Unprepared",359.0,76.31,1.37,1.2,10.42,1.53
168952,"Rice And Vermicelli Mix, Rice Pilaf Flavor, Prepared With 80% Margarine",148.0,25.67,3.7,0.6,2.94,0.26
168953,"Pasta Mix, Classic Cheeseburger Macaroni, Unprepared",349.0,71.51,1.88,2.7,11.6,4.97
168954,"Pasta Mix, Classic Beef, Unprepared",354.0,72.2,1.78,2.0,12.32,4.95
168955,"Pasta Mix, Italian Lasagna, Unprepared",356.0,73.77,1.97,2.8,10.9,11.27
168956,"Yellow Rice With Seasoning, Dry Packet Mix, Unprepared",343.0,74.68,1.75,1.8,7.02,1.75
168957,"Pizza Rolls, Frozen, Unprepared",328.0,50.72,9.98,1.2,8.73,3.74
168958,"Pasta Mix, Italian Four Cheese Lasagna, Unprepared",355.0,70.26,2.7,2.6,12.53,6.7
168959,"Spanish Rice Mix, Dry Mix, Unprepared",363.0,76.45,1.62,3.1,10.62,3.83
168960,"Lasagna, Cheese, Frozen, Unprepared",145.0,21.61,4.22,1.7,5.06,3.8
168961,"Chicken, Thighs, Frozen, Breaded, Reheated",334.0,14.23,22.45,0.1,18.66,0.0
168962,"Turnover, Meat- And Cheese-Filled, Tomato-Based Sauce, Reduced Fat, Frozen",215.0,31.89,5.51,0.8,9.45,3.94
168963,"Turnover, Filled With Egg, Meat And Cheese, Frozen",228.0,20.67,12.6,0.8,7.87,7.87
168964,"Rice Mix, White And Wild, Flavored, Unprepared",142.0,26.28,2.57,0.8,3.49,0.4
168965,"Salisbury Steak With Gravy, Frozen",149.0,6.78,10.47,1.0,6.98,0.26
168966,"Infant Formula, Mead Johnson, Enfamil, Newborn, With Ara And Dha, Powder",516.0,57.6,27.0,0.0,10.7,54.0
168967,"Infant Formula, Mead Johnson, Enfamil, Premium Lipil, Infant, Powder",510.0,57.0,27.0,0.0,10.8,57.0
168968,"Infant Formula, Mead Johnson, Enfamil, Premium Lipil, Infant, Liquid Concentrate, Not Reconstituted",129.0,14.42,6.83,0.0,2.73,14.42
168969,"Infant Formula, Mead Johnson, Enfamil, Premium, Infant, Liquid Concentrate, Not Reconstituted",129.0,14.34,7.1,0.0,2.72,14.34
